Date,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Total_Demanda_Dia
2024-01-20,1084,488.57,413.34,462.81,464.45,623.73,667.11,675.18,760.34,865.28,900.11,893.98,894.69,894.07,747.02,696.83,707.27,675.56,589.44,589.58,577.52,583.04,506.27,493.65,505.76,15675.600000000002
2024-01-20,1089,22791.25,22752.42,23062.99,23132.78,22892.4,22524.52,23177.88,23529.11,22947.08,22688.77,22288.01,21136.8,20795.08,20719.84,20440.8,19462.55,20624.87,20904.23,20372.3,19441.95,18646.25,17958.23,16947.29,16589.59,505826.99
2024-01-20,1090,42137.95,41024.14,40513.12,41749.31,40862.99,38138.14,37153.05,39455.01,35742.28,34847.78,34660.36,34067.02,32862.45,32823.05,34108.89,35100.81,35902.11,35294.29,33628.2,34454.08,33597.77,31165.81,29430.14,31691.88,860410.6300000001
2024-01-20,1101,3254.5,3027.6,3187.34,2930.08,3380.44,3219.5,3256.53,3325.28,3141.8,3249.14,3131.15,2778.72,2882.32,2620.78,2661.59,2455.99,2674.45,2455.0,2765.4,2503.83,2292.83,2476.46,2311.17,2440.31,68422.20999999999
2024-01-20,1102,94.62,93.82,85.06,88.84,84.88,85.29,83.11,82.45,92.54,106.68,103.15,105.42,115.16,107.84,112.88,96.3,99.51,96.15,90.73,89.83,88.64,88.33,86.04,88.21,2265.48
2024-01-20,1103,37007.26,35351.29,35203.9,34605.49,34201.14,33337.29,32262.36,30366.01,28065.34,29082.73,31591.2,33841.7,33391.69,32416.13,33101.63,32754.93,33137.53,34879.66,34957.13,34727.65,34468.47,33505.82,32272.06,33284.06,797812.4700000002
2024-01-20,1104,35979.36,35377.63,35509.32,36566.13,36930.06,36867.66,37120.92,37556.61,36707.09,36780.22,36096.18,35454.66,33660.35,31727.26,32931.65,34206.99,33952.29,35346.36,34698.37,33368.69,31590.31,29604.82,27168.45,26170.94,821372.32
2024-01-21,1011,24633.34,24470.6,23593.83,22944.82,22586.89,21767.26,21610.52,21252.67,20937.06,20339.59,20572.53,20481.64,20642.69,21352.87,20362.12,20579.24,21366.82,21506.41,21774.01,22277.36,22669.36,23277.92,24199.14,25194.28,530392.97
2024-01-21,1012,2560.18,2457.17,2466.6,2354.57,2392.67,2082.58,1951.43,1901.28,2015.98,2151.01,2395.87,2428.69,2421.48,2470.49,2463.25,2436.97,2330.43,2287.62,2276.65,2305.54,2607.87,2688.57,2748.1,2859.77,57054.770000000004
2024-01-21,1020,4124.27,4125.92,3970.71,3908.5,4289.5,4269.51,4236.99,4142.01,4007.19,3950.19,4037.29,4012.97,3998.8,3995.4,3997.23,4047.34,4062.43,4080.54,4106.5,4119.04,4037.25,4272.98,4555.19,4761.29,99109.04
2024-01-21,1030,20619.02,20892.68,19986.64,18744.62,19196.27,19203.14,18715.02,19784.42,19327.0,18384.86,19089.09,19034.19,19538.55,17826.77,17166.29,17461.19,17169.22,17149.9,18083.07,17981.03,17280.19,15946.45,16341.62,16446.32,441367.55
2024-01-21,1040,20918.98,20339.64,19526.59,19149.27,19294.52,19244.83,19357.0,19631.96,19808.82,20337.51,21097.26,21405.82,21515.44,21081.02,20963.12,21972.28,21979.84,21713.81,22403.05,22782.42,22717.92,22655.13,23193.84,23307.62,506397.69000000006
2024-01-21,1051,23521.32,23228.57,23075.64,23124.69,21670.98,19305.79,20847.25,22628.1,23099.72,23070.41,22275.41,22994.37,22245.81,20093.97,20623.85,21093.25,20815.13,22735.81,23992.59,24234.75,24405.03,24300.08,23327.8,24199.67,540909.9900000001
2024-01-21,1052,467.75,510.75,490.82,470.53,484.68,527.12,522.44,517.81,542.35,515.98,522.83,521.9,571.01,610.61,598.41,581.66,576.07,602.79,604.89,593.29,600.64,642.75,676.69,714.36,13468.13
2024-01-21,1061,8206.11,7906.78,7988.35,7999.16,7853.91,7773.05,7997.41,8363.33,8734.17,8554.89,8675.04,8795.45,8551.89,8397.01,7853.47,7912.61,7803.85,7765.44,7855.16,8164.04,8159.6,8338.83,8270.22,8514.57,196434.34000000003
2024-01-21,1062,2645.33,2493.46,2520.98,2502.85,2454.18,2385.37,2292.34,2243.93,2261.99,2229.73,2253.31,2214.85,2306.75,2369.68,2669.36,2772.8,2724.47,2554.34,2631.23,2706.1,2637.53,2490.59,2651.19,2651.32,59663.68
2024-01-21,1063,1831.8,1829.45,1867.09,1903.49,1922.58,1781.09,1590.72,1539.4,1549.03,1523.71,1675.12,1562.17,1543.15,1505.4,1571.12,1551.96,1567.64,1578.59,1499.58,1626.8,1594.18,1570.35,1608.48,1553.74,39346.64000000001
2024-01-21,1071,702.84,514.91,646.41,795.73,626.58,547.87,613.73,768.85,767.28,727.44,1478.86,774.35,559.34,468.01,499.44,507.91,482.22,430.71,558.6,497.05,505.68,518.18,597.73,505.38,15095.099999999997
2024-01-21,1072,308.24,293.19,280.23,261.2,190.61,299.84,395.19,356.5,408.0,412.2,406.25,365.99,258.04,219.91,181.92,240.28,263.13,205.18,375.82,528.61,613.38,634.65,568.39,537.13,8603.88
2024-01-21,1081,4277.74,4253.01,4212.84,4111.82,4062.6,3981.38,3914.83,3796.19,3677.24,3949.14,3910.98,3843.87,3759.42,3747.24,3928.63,4008.92,4153.42,4288.38,4611.38,4879.24,5286.41,5560.67,6225.54,6733.75,105174.64000000001
2024-01-21,1082,7814.24,8053.18,7853.94,7980.14,7879.57,8210.51,8103.66,6557.11,6139.55,5650.72,5509.26,5273.22,4981.43,5467.67,5836.6,6112.86,7176.24,8638.02,10011.42,10697.32,12994.42,14611.29,17047.7,18626.51,207226.58000000007
2024-01-21,1083,2861.98,2836.96,2787.22,2790.65,2827.9,2697.71,1932.56,1914.97,1911.6,1787.16,1817.89,1555.59,1680.95,1536.71,2412.68,2380.12,2502.35,2582.31,2578.27,2631.85,2630.92,2725.06,2825.47,2825.25,57034.12999999999
2024-01-21,1084,502.8,514.19,446.77,360.07,358.97,356.84,341.18,366.89,472.16,462.87,460.38,461.38,463.5,492.63,462.18,421.31,419.71,381.68,339.35,328.72,332.25,328.3,361.11,375.21,9810.45
2024-01-21,1089,16173.44,15559.95,15551.08,15079.65,14790.31,14637.31,14632.78,14632.87,14084.78,13886.38,14177.13,14541.84,13836.89,13390.97,13258.12,14037.5,14001.9,14544.69,14582.96,14931.4,15455.85,16221.14,16578.42,18527.08,357114.44000000006
2024-01-21,1090,29341.15,29317.3,29824.42,28577.23,27450.51,21860.48,15417.23,15742.25,14150.86,13816.45,13728.35,14047.99,13794.95,11118.86,10975.71,10500.26,10645.44,11159.27,12549.99,13149.19,15826.97,17971.9,22537.46,27141.3,430645.52
2024-01-21,1101,2466.95,2244.0,2393.28,2236.94,2295.69,1955.38,1918.86,1824.94,1856.3,1616.66,829.94,793.53,812.22,835.31,1507.07,1832.79,1838.82,2102.24,1998.73,2191.62,2092.23,2244.78,2619.5,2674.61,45182.39000000001
2024-01-21,1102,91.35,94.1,85.46,80.72,82.15,80.57,77.61,81.96,90.11,97.06,91.67,92.61,96.22,96.92,96.77,96.85,103.02,97.23,85.74,85.53,85.34,85.66,78.32,85.19,2138.16
2024-01-21,1103,32210.17,31378.57,31421.5,30774.29,31123.44,31343.48,30801.78,31499.38,31896.28,31008.33,31102.29,31570.13,32003.65,31545.73,32519.8,32615.88,32168.47,33948.19,34108.24,32957.28,33756.45,32665.51,31617.83,32915.82,768952.49
2024-01-21,1104,25629.32,25279.19,24821.48,25167.01,24535.6,22975.6,21565.25,20577.41,18922.92,17960.29,18706.64,19840.22,20834.09,20108.96,20084.76,19727.06,20709.26,22064.59,21552.54,21873.49,23638.87,25142.1,27555.11,30210.71,539482.47
2024-01-22,1011,25348.47,24932.89,25572.94,26019.49,26995.5,27571.07,30286.56,32825.25,31311.65,30824.68,30720.27,31546.44,32097.75,32168.75,33708.36,34720.58,35767.29,35740.55,35431.22,33896.3,33397.35,31904.53,31994.81,31964.2,746746.9
2024-01-22,1012,2862.07,2838.95,2771.68,2813.23,2843.43,2908.61,3365.14,3780.1,4241.28,4362.6,4557.76,4717.99,4818.01,4763.27,5030.69,4992.24,4989.65,4677.75,4552.07,4683.56,4780.29,4783.42,4593.79,4437.77,99165.34999999998
2024-01-22,1020,4972.29,5042.65,4974.04,5183.54,5116.87,5785.97,6338.4,6574.46,6783.04,6720.08,6877.84,7003.42,6681.62,6960.83,7029.68,7026.92,6886.98,6460.66,6026.55,5941.77,5959.33,5941.45,5801.94,5685.61,147775.94
2024-01-22,1030,17518.98,17793.24,18080.42,18309.32,18690.62,17968.06,20463.76,22460.0,22626.13,22627.43,23578.89,24196.76,26107.48,25727.15,26378.93,25813.3,25339.09,27733.33,28690.07,28544.72,28900.29,29711.67,29828.76,29994.68,577083.0800000001
2024-01-22,1040,24114.85,24970.27,25098.71,25282.89,26046.05,27497.8,30020.64,32482.83,32700.13,32950.95,32742.53,33922.33,34138.19,34002.84,33783.53,34812.34,34796.89,34511.32,33624.33,33755.13,32917.3,32230.27,31165.77,30081.99,747649.88
2024-01-22,1051,24517.57,24469.1,23563.19,23693.83,24846.6,25674.94,30800.38,35932.19,37813.29,38385.98,39865.31,39191.16,37866.8,38417.1,40313.91,39484.4,40282.37,43311.75,42454.91,42795.04,41605.19,38792.06,38625.96,38146.15,850849.18
2024-01-22,1052,782.96,818.17,822.08,797.02,800.78,787.69,853.42,1042.37,1001.59,1303.82,1293.77,1290.86,1279.97,1650.02,1664.44,1679.19,2094.55,1832.46,1680.17,1579.85,1383.64,1258.17,994.73,1007.71,29699.429999999997
2024-01-22,1061,8382.93,8152.25,8112.0,8037.0,7923.39,8014.05,8418.11,9139.11,9664.84,9970.21,10186.32,10585.08,10608.43,10582.85,11014.38,11211.97,10792.13,10124.28,9922.16,9531.57,9364.91,9022.05,8618.51,8583.53,225962.06000000003
2024-01-22,1062,2638.68,2484.7,2607.27,2610.55,2570.81,2628.5,3310.89,3766.25,4003.46,3894.18,4097.24,4036.85,3862.79,3883.33,4162.01,3910.99,3547.98,2876.06,2714.9,2771.47,2802.46,2759.48,2810.62,2794.16,77545.63
2024-01-22,1063,1620.76,1642.67,1660.15,1749.87,1652.53,1588.69,1754.16,1887.86,1802.11,1686.54,1896.36,1989.66,1998.91,2101.85,2215.59,2273.12,2090.91,2028.15,2051.22,2153.0,2158.33,1847.45,1606.82,1548.49,45005.2
2024-01-22,1071,481.0,507.33,488.15,673.19,1006.41,1083.7,1129.85,2348.72,4751.27,6226.61,3797.82,1664.69,1115.16,1371.25,1198.44,1155.64,1148.11,882.17,711.58,1003.29,827.47,988.89,1006.53,721.8,36289.07
2024-01-22,1072,605.13,626.79,597.86,645.23,779.59,903.96,1334.16,1508.68,1458.44,1327.39,1169.12,1228.54,956.98,973.1,1374.61,1077.74,995.95,826.36,570.07,600.9,391.79,710.57,683.85,694.24,22041.050000000003
2024-01-22,1081,7643.85,8062.9,8136.67,8401.77,8851.57,9042.28,9391.49,9627.96,9558.24,9173.6,8577.26,8484.11,8665.99,8856.41,8670.68,8719.46,8864.82,8973.91,9010.01,9152.63,9290.61,9232.39,9090.89,9255.12,212734.62000000005
2024-01-22,1082,19344.84,19905.08,20518.1,21147.45,21387.07,21260.33,22634.41,20707.59,17654.76,16589.36,16519.82,16828.65,14911.7,15646.85,16622.44,18307.34,19959.78,23460.84,24626.32,25251.52,25047.89,23615.01,23766.93,23900.89,489614.97000000015
2024-01-22,1083,2871.73,2907.34,3234.42,3205.26,3230.53,3185.16,3259.41,3330.0,3167.27,2911.71,2926.5,2964.29,2963.26,2927.99,2918.97,3066.57,3258.68,3305.03,3486.58,3719.85,3538.35,3487.12,3398.45,3190.54,76455.01
2024-01-22,1084,367.29,379.08,377.1,359.34,391.39,473.36,651.55,650.86,698.0,750.13,822.92,869.67,847.74,880.03,820.68,729.16,707.82,680.08,632.83,629.29,540.66,535.38,467.24,452.54,14714.14
2024-01-22,1089,19200.14,19335.57,19412.98,19217.85,20143.93,20458.9,21536.7,22511.15,23127.3,23025.29,22420.14,22126.08,22537.36,22914.5,23157.59,23677.92,24089.14,24518.23,23835.01,23658.41,23622.65,23061.8,22200.09,22793.58,532582.31
2024-01-22,1090,30731.03,31527.46,31908.53,32836.79,33198.1,32471.55,34103.65,37617.69,40468.31,38643.08,40646.5,40173.46,39579.52,40508.22,38954.9,42347.13,44352.96,45204.72,44857.05,45104.66,45362.03,43208.63,40890.89,42570.21,937267.0700000001
2024-01-22,1101,2731.0,2881.34,3038.78,3459.97,3551.94,3739.58,3744.32,3983.32,4551.98,4418.5,4455.47,4822.61,4732.21,4778.37,4343.82,4447.0,4436.99,4509.83,4273.43,4208.94,4293.06,4177.21,3978.13,4474.57,98032.37
2024-01-22,1102,93.03,86.16,77.71,75.91,73.36,72.13,87.88,172.42,210.16,256.47,263.61,260.15,228.5,264.41,270.98,279.47,246.22,152.68,109.93,97.44,90.42,90.18,85.13,84.41,3728.7599999999998
2024-01-22,1103,30660.02,26772.85,27379.26,26992.6,26962.25,27295.04,27002.06,27459.73,29035.87,29244.73,28730.42,29095.26,29509.66,30386.92,29988.14,30427.48,31563.42,33032.37,34068.71,34567.97,34245.07,34355.57,34178.41,33688.9,726642.7099999998
2024-01-22,1104,31550.41,31614.16,31063.86,31069.5,31615.24,32601.6,33837.75,33565.82,35921.97,35199.39,35092.41,33848.67,34531.98,36240.77,35762.98,34365.57,34343.68,35348.54,35772.25,36196.28,35369.06,35508.86,36064.79,35588.19,822073.7300000002
2024-01-23,1011,31561.2,30787.19,29970.37,29715.2,30125.96,30153.82,32050.06,33809.53,34876.53,34787.69,35266.07,35271.87,34940.08,35740.04,35536.19,36347.32,36584.83,36271.08,35408.35,34772.63,33721.8,32368.18,31529.22,30903.74,802498.95
2024-01-23,1012,4500.37,4441.23,4363.59,4147.8,4178.03,4131.08,4519.16,4718.94,4617.59,4760.35,4844.28,5165.11,5171.44,5005.49,5368.58,5370.24,5364.6,5209.91,4972.79,4737.94,4967.45,4991.85,4818.44,5030.49,115396.75000000001
2024-01-23,1020,5708.02,5664.09,5621.27,5520.12,5535.68,5566.28,5763.55,6247.5,6784.4,6969.05,6883.26,6755.13,6611.48,6881.68,7050.56,7042.96,6958.71,6342.25,6169.81,6097.14,5949.05,5933.96,5761.14,5579.17,149396.26000000004
2024-01-23,1030,30370.69,29794.17,29275.39,28739.22,28567.78,28302.54,28935.01,30370.11,28519.19,27118.82,27119.08,27420.83,28300.91,29536.61,28685.76,29287.51,29469.84,31200.76,32241.17,31572.01,31414.34,30155.98,29960.22,30525.07,706883.01
2024-01-23,1040,29887.94,28783.36,28669.58,28889.6,29818.86,29525.37,30529.38,31449.76,33092.81,33181.17,33476.77,34498.41,34466.78,34599.41,34855.68,35257.45,35320.62,34566.1,34405.05,34569.48,33743.58,31305.12,29717.8,29759.79,774369.8700000001
2024-01-23,1051,36342.01,35136.7,36137.4,37052.5,36864.28,34071.31,37251.26,39839.18,40746.28,40954.26,41141.75,39205.77,36390.03,37359.73,40452.76,40324.34,40253.83,42628.51,43936.42,43730.4,42484.68,39694.17,38355.07,38163.4,938516.0400000002
2024-01-23,1052,1050.76,979.91,1020.36,971.19,973.95,1010.16,950.45,1338.15,1506.73,1494.0,1287.82,1139.77,1218.73,1251.72,1124.47,1172.63,1071.26,975.84,938.32,913.51,1305.68,3279.19,3143.05,2914.43,33032.079999999994
2024-01-23,1061,8581.72,8424.44,8486.66,8592.81,8530.02,8371.96,8846.34,9557.88,10181.46,10288.84,10693.89,10605.61,9835.2,10182.67,10926.04,11048.17,10902.69,10551.22,9748.57,9328.57,9114.02,8860.59,8586.17,8796.64,229042.18000000005
2024-01-23,1062,2738.46,2649.48,2645.27,2645.66,2540.04,2473.94,3207.72,3783.44,4141.36,4152.0,4473.71,4289.35,3777.17,3842.17,3980.0,3584.15,3434.61,3077.52,2773.11,2638.89,2542.7,2508.52,2506.26,2552.56,76958.09
2024-01-23,1063,1591.18,1571.81,1625.83,1525.66,1523.48,1538.45,1733.71,2217.84,2167.57,2121.98,2128.61,2180.04,2124.7,2111.2,2228.14,2180.86,2320.01,2367.68,2119.4,2144.86,2052.69,1775.49,1565.1,1535.87,46452.16
2024-01-23,1071,716.72,758.09,692.9,467.96,422.74,548.88,644.97,1040.16,1073.19,1365.86,1940.05,1123.83,919.36,968.87,872.92,755.02,537.0,559.54,650.47,770.61,672.11,656.76,684.77,694.37,19537.149999999998
2024-01-23,1072,606.92,384.68,312.24,317.35,481.44,838.98,1031.52,1139.68,1230.31,1224.81,1462.95,1560.17,1445.69,1804.85,1779.84,1688.67,1381.08,1055.76,829.82,645.67,535.54,452.64,492.14,580.15,23282.899999999998
2024-01-23,1081,9190.77,9060.15,8980.3,9188.77,9521.3,9270.77,9686.18,9969.41,9536.96,9017.56,8475.0,8647.01,8419.98,8529.28,8601.8,8788.31,8817.39,9096.17,9148.05,9102.27,9200.02,9088.86,9104.64,9300.31,217741.25999999995
2024-01-23,1082,23080.81,22843.22,22837.07,22960.5,22875.36,22714.31,23574.87,21886.08,18703.72,17294.13,17596.62,17639.99,17445.05,16518.57,17006.03,17780.24,20137.75,23736.34,24483.09,24378.28,24927.96,23999.04,24006.82,24081.62,512507.47000000015
2024-01-23,1083,2918.39,2914.16,2929.79,2858.71,2740.06,2575.69,2790.18,2688.09,2585.95,2405.4,2358.43,2366.06,2617.39,2599.04,2495.17,2702.04,2950.51,3032.47,3146.27,3056.23,3071.9,2811.48,2356.99,2138.76,65109.16000000001
2024-01-23,1084,496.31,511.0,454.07,437.26,441.45,455.52,582.42,741.82,816.94,864.62,913.25,943.03,956.28,990.83,986.48,864.38,822.42,638.01,656.99,653.24,585.77,479.48,504.6,509.35,16305.519999999999
2024-01-23,1089,23139.64,23185.04,23404.24,23470.13,23589.18,23641.13,24450.74,24700.11,24609.54,24472.48,24387.31,24541.26,24072.33,23806.96,24085.47,24911.75,25391.09,24868.78,24050.37,24160.35,23738.58,23226.16,22870.25,23031.69,575804.58
2024-01-23,1090,41246.96,42135.38,41792.64,41937.3,40942.62,40728.66,39842.66,43405.96,41194.67,41954.26,42609.66,41242.68,41168.45,41243.18,39305.21,42913.99,42816.36,43522.42,43084.0,44153.03,45624.64,45086.36,42856.86,41965.62,1012773.5700000001
2024-01-23,1101,4088.99,3736.4,4509.78,4192.93,4295.83,4141.53,4260.55,4299.37,4391.54,4464.32,4085.35,4496.53,4475.16,4517.86,4546.23,4175.01,3935.64,3852.83,3902.69,3834.49,4016.92,4000.88,4108.32,4222.97,100552.12
2024-01-23,1102,87.26,89.3,87.65,82.9,75.71,74.41,87.94,157.04,209.02,226.7,227.28,212.45,192.31,236.8,253.61,241.7,232.64,161.95,105.17,92.77,88.07,88.94,87.36,89.12,3488.1
2024-01-23,1103,33825.57,33676.02,34003.43,33723.96,33386.56,32476.99,32344.87,32056.95,33110.79,33039.06,33861.53,33515.26,33971.51,33800.66,33256.19,34377.4,34169.74,35529.33,36015.26,35903.94,36311.04,35861.69,34503.22,34547.38,817268.35
2024-01-23,1104,36046.06,36595.33,35842.07,35712.8,35986.46,36129.26,36160.9,36574.58,36553.55,37516.13,38007.2,39009.07,38158.33,36337.35,36189.2,35929.81,36404.4,38587.5,38066.87,39052.13,38569.33,38418.8,37497.48,36575.44,889920.05
2024-01-24,1011,30452.23,29843.16,29589.33,29009.65,29040.3,29919.16,31640.02,33912.17,34217.5,34438.34,35361.62,35736.84,35792.53,35885.27,36644.39,37174.05,36904.49,36051.97,35476.81,35017.4,34711.53,32501.82,32521.18,32011.16,803852.9200000002
2024-01-24,1012,4921.95,4932.27,4782.35,4508.79,4461.45,4576.99,4697.98,5090.0,5211.36,5034.35,5290.15,5216.47,5034.43,5171.65,5388.52,5221.12,4992.91,4910.54,5175.59,4968.81,5122.0,5012.04,4780.27,5070.65,119572.63999999998
2024-01-24,1020,5473.59,5500.92,5398.31,5550.42,5520.41,5922.26,6464.7,6672.68,6889.09,6944.36,6937.1,6991.97,6597.77,6722.68,6860.9,6987.07,6860.01,6506.52,6112.3,6164.03,6062.93,6084.79,5935.22,5932.9,151092.93000000002
2024-01-24,1030,29857.13,29618.18,28356.12,26963.22,27390.2,26557.42,27359.88,28966.57,28530.14,27397.77,28272.28,28912.97,28336.48,28381.76,30002.08,29940.3,28951.74,29460.87,29929.33,29347.49,29855.7,28626.06,28954.59,29745.01,689713.2899999999
2024-01-24,1040,29206.58,28859.16,28595.78,28404.18,28569.23,29605.33,31763.34,33487.0,33900.31,34167.3,34656.96,35049.75,34766.26,33639.43,34569.37,35398.64,35482.31,34603.05,34109.47,33897.05,33246.62,31929.08,31215.01,29723.0,778844.2100000001
2024-01-24,1051,36988.33,35913.66,35459.31,36376.37,35035.75,33064.75,35877.95,39457.65,38991.02,38950.63,40361.77,40412.75,37344.94,38146.13,39844.4,43183.65,42560.12,42672.45,41649.31,43288.28,41868.32,40360.49,39067.05,38165.78,935040.86
2024-01-24,1052,2966.9,2152.93,2519.36,2702.82,2685.31,2698.29,2889.21,2910.61,3192.29,3581.66,3612.82,3573.83,3713.0,4267.79,4390.11,4629.17,5171.66,5288.93,7360.12,8305.64,5229.46,1543.34,1263.36,1340.3,87988.91
2024-01-24,1061,8934.22,8522.64,8794.02,8705.72,8735.33,8690.6,9367.44,10502.9,10714.93,10995.47,10924.36,10654.77,10376.72,10657.94,11142.74,11413.72,11211.01,10344.13,9746.91,9464.33,9355.21,9500.66,8864.33,9019.8,236639.89999999997
2024-01-24,1062,2683.23,2640.27,2571.4,2551.72,2352.62,2463.9,3329.35,3749.82,4202.52,4248.48,4225.76,4010.17,3917.44,4042.05,4197.7,3801.75,3502.02,3151.33,2951.39,3028.49,2941.6,2793.94,2753.09,2658.08,78768.12000000001
2024-01-24,1063,1559.42,1568.78,1569.73,1526.37,1556.24,1580.32,1730.27,2117.74,2222.81,2151.97,2214.31,2180.88,2056.48,2107.48,2164.39,2239.07,2116.72,2017.08,2088.94,2133.66,2211.68,1863.47,1475.57,1494.0,45947.380000000005
2024-01-24,1071,738.17,815.32,883.14,827.49,804.5,668.75,854.61,1200.28,980.06,1695.93,2104.63,2437.14,2165.03,1528.77,1033.73,930.14,906.36,653.8,405.36,658.91,502.48,721.64,769.37,775.72,25061.329999999998
2024-01-24,1072,556.67,373.19,469.52,478.01,538.74,829.42,1151.52,1146.47,1224.63,1521.8,1599.81,1500.16,1260.53,1369.25,1600.91,1441.61,1122.93,979.5,701.75,562.7,373.93,666.05,664.28,623.13,22756.51
2024-01-24,1081,9166.26,9148.26,9263.59,9327.89,9703.45,9683.9,9627.08,9697.15,9713.09,9177.88,9050.74,9161.91,8824.54,8571.97,8509.31,8500.94,8746.82,8859.27,8952.12,9046.49,9054.15,8859.73,8951.48,9140.96,218738.97999999998
2024-01-24,1082,23592.14,23461.93,23739.98,23561.32,23016.71,22985.81,23599.8,22268.66,18678.74,17473.84,17538.1,17443.24,17051.48,16799.2,16758.41,18098.32,21039.52,24779.96,25331.57,25285.12,25522.99,24110.4,23008.03,23573.44,518718.71
2024-01-24,1083,2366.89,2425.31,2499.56,2976.01,3381.21,3301.69,3438.2,3358.4,3244.42,2813.18,2876.63,2765.47,2894.48,2710.99,2400.0,2706.54,2666.31,2777.42,2931.21,3033.22,3071.92,3374.39,3338.26,3300.16,70651.87
2024-01-24,1084,523.78,497.98,456.99,470.66,469.94,491.41,586.26,706.76,820.12,856.31,828.89,934.37,930.46,953.1,970.99,961.47,869.56,788.71,554.88,548.77,563.93,528.87,531.67,531.27,16377.15
2024-01-24,1089,22983.11,22499.11,22427.8,21844.45,21960.83,22381.63,22843.42,23220.46,22638.01,23391.75,23738.64,23629.0,23639.22,23610.58,23754.05,24613.5,24699.74,23924.45,23828.58,23684.4,23661.49,23523.25,23483.87,23798.54,559779.88
2024-01-24,1090,40628.8,40477.97,42142.12,43365.47,43191.89,42139.5,41079.09,44122.49,42224.16,42611.01,42195.16,41643.42,39332.68,40334.78,40303.6,43491.18,44584.72,43976.56,43361.64,45135.97,47293.25,45153.04,40902.14,41937.71,1021628.3500000001
2024-01-24,1101,4198.08,3813.3,4172.95,3902.7,4352.81,3841.82,4087.25,4331.67,4040.75,4334.78,4074.79,3932.04,4348.99,4906.29,4472.6,4149.32,4106.35,3896.37,4309.52,4242.06,4026.47,3627.4,4061.63,3856.74,99086.68000000001
2024-01-24,1102,89.49,87.86,94.98,90.74,90.61,92.77,140.66,185.27,213.52,224.54,215.67,227.24,253.56,268.95,276.35,283.6,255.09,200.2,146.52,127.85,118.61,117.88,113.55,106.3,4021.8100000000004
2024-01-24,1103,33757.91,33480.9,34389.32,33876.33,33319.26,34151.47,33584.04,34025.59,33271.88,33847.48,34705.68,34647.04,34466.2,35277.15,34789.23,34846.98,35556.32,34859.75,35366.99,35534.92,35208.17,34728.61,35129.63,36639.91,829460.7600000001
2024-01-24,1104,36201.77,37180.84,36732.56,35866.95,35218.77,34924.17,36913.12,38226.21,37423.54,35837.76,36110.36,36894.22,37923.47,37762.99,37102.31,36587.8,38300.09,38337.16,38358.15,36976.91,37454.1,37774.97,36385.59,36751.91,887245.7200000001
2024-01-25,1011,31888.36,31738.6,31481.16,31336.54,31509.15,31462.0,32782.98,34938.99,35382.77,34924.83,35991.56,36503.67,36235.07,36355.45,37389.29,37929.53,37887.63,36973.18,36415.2,35719.03,35045.93,34397.64,34272.2,34009.71,832570.47
2024-01-25,1012,5031.21,5044.76,4947.2,4559.15,4621.54,4454.34,4888.86,5207.08,5536.76,5505.59,5481.72,5456.29,5309.02,5015.57,5061.21,5187.35,5142.29,4864.46,4857.16,4736.61,4827.69,4733.95,4429.83,4385.27,119284.91000000002
2024-01-25,1020,5830.81,5811.29,5600.23,5592.29,5590.82,5509.05,5453.84,5475.27,5541.48,6060.34,6107.15,6261.54,6289.16,6477.68,6506.61,6566.17,6620.46,6298.91,5760.13,5928.34,5801.86,5897.53,5791.19,5773.25,142545.40000000002
2024-01-25,1030,28966.58,29286.49,29300.02,28851.91,28768.06,27363.37,27315.41,28045.55,27536.9,27136.23,27313.33,27578.05,28318.31,28505.64,28485.09,28939.73,28755.27,29527.62,26737.42,27877.48,28960.97,28754.37,28665.68,27486.42,678475.9000000001
2024-01-25,1040,29459.48,28912.09,28542.01,29310.55,29520.91,30668.59,31304.74,33072.46,34609.23,35761.09,36538.67,36765.91,36662.12,35837.03,35613.88,36051.84,35249.54,34853.03,34028.55,33805.69,32799.23,31660.29,30254.22,30508.92,791790.0700000002
2024-01-25,1051,38349.08,38437.95,37794.98,36191.99,35438.32,34257.39,37044.15,41112.3,40456.61,41225.3,41391.36,41699.53,38654.77,39285.87,40778.57,40740.93,40818.2,42926.88,44041.42,45105.64,43182.48,41591.39,40635.08,41007.16,962167.35
2024-01-25,1052,1390.49,1289.27,1003.32,991.83,960.69,882.19,1018.39,1068.87,1193.92,1387.44,1531.84,1554.41,1538.01,1575.19,1509.02,1469.51,1447.07,1273.12,1296.49,1326.24,1309.63,1196.82,995.05,946.86,30155.670000000002
2024-01-25,1061,9043.38,8617.07,8759.81,8743.79,8791.36,8696.62,9060.22,10059.46,10368.19,10648.68,10989.6,10746.78,10460.15,10750.53,11085.81,11141.46,11179.32,10879.06,10477.0,9780.75,9841.37,9630.64,9209.01,9203.52,238163.58
